Row,FICE,Name,Postal,Indicator,Average Math SAT Score,Average Verbal SAT Score,Average Combined SAT Score,Average ACT Score,First Quartile Math SAT,Third Quarter Math SAT,First Quartile Verbal SAT,Third Quartile Verbal SAT,First Quartile ACT,Third Quartile ACT,Number of Applications Received,Number of Applicants Accepted,Number of New Students Enrolled,Top 10 percent HS,Top 25 percent HS,Number of Fulltime Undergrad,Number of Parttime Undergrad,In-State Tuition,Out-State Tuition,Room and Board Costs,Room Costs,Board Costs,Additional Fees,Estimated Book Costs,Estimated Personal Spending,Percent of Faculty with Ph.D,Percent of Faculty with Terminal Degree,Student Faculty Ratio,Percent Alumni Donate,Instructional Expenditure per Student,Graduation Rate
786,2711,Cornell University,NY,2,NaN,NaN,NaN,NaN,640,740,540,640,NaN,NaN,19227,7171,3286,81,95,13072,NaN,19000,19000,6238,3658,2580,66,510,1060,91,91,6.9,22,22480,93
787,2712,D'Youville College,NY,2,497,435,932,22,450,510,420,580,21,25,866,619,157,18,47,1074,336,8920,8920,4310,NaN,NaN,180,680,1320,68,68,14.6,42,6898,46
788,2713,Dominican College of Blauvelt,NY,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360,329,108,4,19,756,863,8310,8310,5500,5500,NaN,395,600,1800,43,43,12.7,5,5480,54
789,2718,Elmira College,NY,2,496,463,959,23,430,550,410,520,20,26,1457,1045,345,27,50,1109,502,14990,14990,4980,2860,2180,300,450,550,77,98,21.5,21,7502,64
790,2722,Fordham University,NY,2,535,506,1041,NaN,490,610,460,580,NaN,NaN,4200,2874,942,30,55,4740,1646,14235,14235,6965,6965,NaN,170,600,1735,86,97,14.4,14,10864,80
791,2728,Hamilton College,NY,2,591,531,1122,NaN,550,645,490,590,NaN,NaN,3140,1783,454,40,82,1646,24,19700,19700,5050,2550,2500,NaN,300,800,91,96,9.6,60,17761,91
792,2729,Hartwick College,NY,2,524,478,1002,23,470,570,420,520,21,26,2083,1725,430,22,49,1464,67,17480,17480,4780,2250,2530,300,500,700,75,87,12.3,32,11625,73
793,2731,Hobart and William Smith Colleges,NY,2,NaN,NaN,NaN,NaN,550,600,490,540,24,27,2688,2081,500,25,53,1792,5,19029,19029,5841,2877,2964,431,600,600,99,99,12.1,37,13040,79
794,2732,Hofstra University,NY,2,540,470,1010,24,480,590,430,560,23,27,7428,5860,1349,25,63,6534,1350,11600,11600,5920,3620,2300,650,1000,1000,81,90,13.9,10,10093,60
795,2734,Houghton College,NY,2,535,508,1043,24,470,600,440,560,22,27,949,786,302,30,70,1210,26,9990,9990,3550,1850,1700,310,500,1500,85,90,15,24,8187,67
796,2735,Hilbert College,NY,2,350,350,700,18,NaN,NaN,NaN,NaN,NaN,NaN,238,235,108,2,13,888,390,7500,7500,NaN,1730,2580,400,600,1160,31,38,14.3,NaN,4981,NaN
797,2737,Iona College,NY,2,457,410,867,19,390,510,350,460,16,22,4892,3530,913,13,33,3906,1446,10690,10690,6790,NaN,NaN,270,570,1150,66,83,16,14,8107,66
798,2739,Ithaca College,NY,2,NaN,NaN,NaN,NaN,500,600,450,540,NaN,NaN,7259,5526,1368,23,52,5612,166,14424,14424,6192,3062,3130,NaN,634,1000,58,79,11.5,25,9812,75
799,2744,Keuka College,NY,2,495,451,946,22,440,540,390,490,NaN,NaN,461,381,174,10,43,738,55,9600,9600,4550,4550,NaN,265,600,750,55,94,13.3,43,7863,51
800,2745,King's College,NY,2,442,465,907,25,NaN,NaN,NaN,NaN,NaN,NaN,356,233,53,16,24,246,18,8190,8190,3920,1992,1928,250,500,1000,100,100,7,NaN,11082,NaN
801,2748,Le Moyne College,NY,2,NaN,NaN,NaN,NaN,480,590,420,510,23,27,1470,1199,425,21,76,1820,558,11040,11040,4840,1950,2890,320,400,900,89,92,13.3,28,8118,94
802,2758,Manhattan College,NY,2,539,467,1006,NaN,510,590,430,540,NaN,NaN,2432,1730,563,20,63,2578,254,12370,12370,6800,6800,NaN,972,500,1800,92,92,13.6,25,10062,79
803,2760,Manhattanville College,NY,2,524,500,1024,NaN,490,590,470,585,NaN,NaN,962,750,212,21,54,830,150,14700,14700,6550,3600,2950,410,450,400,97,97,11.3,24,11291,70
804,2765,Marist College,NY,2,515,475,990,25,480,545,435,510,21,27,4731,3171,830,12,31,3557,658,10700,10700,5925,2400,3525,290,550,1200,74,81,17.6,34,8408,69
805,2768,Marymount College Tarrytown,NY,2,456,460,916,NaN,400,500,410,530,NaN,NaN,478,327,117,9,34,731,370,11510,11510,6450,NaN,NaN,390,575,1075,71,93,10.3,30,10502,77
806,2769,Marymount Manhattan College,NY,2,500,460,960,24,360,530,360,530,21,26,695,535,239,21,30,988,785,10200,10200,7000,7000,NaN,125,350,1100,63,76,11.7,20,10622,68
807,2772,Mercy College,NY,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1518,1378,788,6,24,4266,1811,7200,7200,NaN,NaN,NaN,NaN,500,800,67,67,13.8,NaN,5585,NaN
808,2775,Molloy College,NY,2,468,435,903,NaN,350,540,340,490,NaN,NaN,481,401,185,16,40,1402,579,8800,8800,NaN,NaN,NaN,345,800,6900,38,40,9.7,13,3822,80
809,2777,Medaille College,NY,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,384,223,143,6,41,1146,236,8920,8920,4400,2500,1900,80,800,2050,65,70,16.2,16,7891,NaN
810,2778,Mount Saint Mary College,NY,2,450,450,900,19,390,530,370,460,NaN,NaN,1170,695,238,14,48,1170,429,7470,7470,4600,4600,NaN,260,250,1400,74,75,15.3,23,6898,88
811,2779,Nazareth College of Rochester,NY,2,540,494,1034,24,488,588,454,554,23,27,947,798,266,36,68,1274,471,10850,10850,5150,5150,NaN,200,550,800,77,93,13.6,24,8797,61
812,2785,New York University,NY,2,604,542,1146,NaN,550,650,490,600,NaN,NaN,13594,7244,2505,70,86,12408,2814,17748,17748,7262,NaN,NaN,991,450,1000,87,98,7.8,16,21227,71
813,2788,Niagara University,NY,2,NaN,NaN,NaN,NaN,430,525,400,500,19,24,2220,1796,467,65,99,1919,334,10320,10320,4762,NaN,NaN,420,450,650,68,100,14.2,20,7788,65
814,2790,Nyack College,NY,2,472,433,905,21,NaN,NaN,NaN,NaN,NaN,NaN,460,283,160,15,34,508,34,7950,7950,3810,1680,2130,450,600,1200,35,35,11.6,NaN,9685,55
815,2791,Pace University,NY,2,517,441,958,NaN,450,600,375,475,NaN,NaN,8256,3750,1522,37,70,5809,4379,11100,11000,5160,1340,3420,350,660,1115,90,95,13.8,10,10059,62
816,2796,Polytechnic University,NY,2,630,480,1110,NaN,560,670,410,560,NaN,NaN,1132,847,302,58,89,1379,214,16200,16200,4200,NaN,NaN,280,436,2486,90,90,10.4,14,14329,62
817,2798,Pratt Institute,NY,2,520,430,950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1181,903,292,NaN,NaN,1622,166,13975,13975,6740,4360,2380,380,1500,630,NaN,92,10.8,10,13737,58
818,2803,Rensselaer Polytechnic Institute,NY,2,NaN,NaN,NaN,28,610,710,470,590,26,30,4996,4165,936,53,82,4291,16,17475,17475,5976,NaN,NaN,550,1230,1100,94,98,15.4,21,15605,70
819,2805,Roberts Wesleyan College,NY,2,473,442,967,21,NaN,NaN,NaN,NaN,NaN,NaN,459,422,212,NaN,NaN,932,107,10220,10220,3546,1194,2352,214,520,1400,45,49,13.4,21,7592,46
820,2806,Rochester Institute of Technology,NY,2,580,495,1075,26,520,640,440,550,22,28,4704,3798,1381,30,59,7176,2578,13968,13968,5670,2604,3066,261,500,875,NaN,78,10.8,7,13508,68
821,2808,Daemen College,NY,2,470,420,890,NaN,NaN,NaN,NaN,NaN,NaN,NaN,939,894,269,NaN,NaN,1378,522,7950,7950,4150,NaN,4150,320,600,NaN,NaN,51,23.8,NaN,NaN,NaN
822,2810,Sage Colleges,NY,2,503,481,984,22,NaN,NaN,NaN,NaN,NaN,NaN,419,170,373,NaN,NaN,1022,169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105,NaN,8.2,NaN,7194,64
823,2813,Sarah Lawrence College,NY,2,560,590,1150,NaN,550,640,580,660,NaN,NaN,1380,768,263,57,82,1000,105,19300,19300,6694,4816,1878,264,600,700,89,93,6.1,18,14779,83
824,2814,Skidmore College,NY,2,570,520,1090,25,515,620,470,570,NaN,NaN,4293,2728,591,25,62,2322,263,18710,18710,5970,3170,2515,215,500,700,87,92,12.7,29,14837,81
825,2816,Siena College,NY,2,560,491,1051,24,540,640,440,540,25,28,2961,1932,628,24,68,2669,616,10800,10800,5100,2120,2980,310,575,1090,71,82,14.1,42,8189,100
826,2817,St. Bonaventure University,NY,2,535,478,1013,25,480,580,420,520,22,27,1489,1313,375,13,45,1688,131,10456,10456,4927,2312,2615,395,500,1050,91,91,17.7,32,9828,78
827,2820,St. Francis College,NY,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013,916,401,NaN,NaN,1562,695,6550,6550,NaN,NaN,NaN,150,450,NaN,63,63,19.3,18,5194,45
828,2821,St. John Fisher College,NY,2,525,465,990,22,458,587,420,520,22,27,1368,1064,354,19,51,1687,677,10570,10570,5600,3550,2050,190,400,800,86,81,14.5,29,7908,66
829,2823,St. John's University,NY,2,506,426,932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7775,2836,2412,NaN,NaN,11785,1752,9400,9400,NaN,NaN,NaN,500,500,1350,72,90,29.3,NaN,7435,65
830,2825,St. Joseph's College,NY,2,483,442,917,19,410,520,400,495,NaN,NaN,707,512,222,17,44,1671,1512,7350,7350,NaN,NaN,NaN,322,600,1500,52,52,13.6,21,5961,74
831,2829,St. Lawrence University,NY,2,573,510,1083,NaN,520,620,470,550,NaN,NaN,2753,1820,505,31,56,1801,45,18720,18720,5730,2960,2770,420,650,825,90,94,11.5,38,14980,85
832,2832,St. Thomas Aquinas College,NY,2,425,400,825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,861,609,215,10,27,1117,815,8650,8650,5700,NaN,NaN,150,500,1750,69,73,16.1,13,6534,67
833,2835,SUNY at Albany,NY,1,580,506,1086,NaN,520,620,450,550,NaN,NaN,13528,9198,1843,16,61,10168,1231,2650,6550,4355,2950,1405,295,700,1560,93,96,17.4,16,9075,74
834,2836,SUNY at Binghamton,NY,1,615,533,1148,26,570,670,480,580,NaN,NaN,14463,6166,1757,60,94,8544,671,2650,6550,4598,2690,1908,360,700,1000,83,100,18,15,8055,80
835,2838,SUNY at Stony Brook,NY,1,542,464,1006,NaN,480,595,410,510,NaN,NaN,12512,6969,1724,27,66,9744,1351,2650,6550,4712,4712,NaN,295,600,1200,91,96,10.5,7,13705,57
836,2841,SUNY College  at Brockport,NY,1,506,446,952,22,450,550,400,490,20,23,7294,3564,904,7,34,5758,1363,2650,6550,4460,2760,1700,315,500,705,79,83,19,14,6632,49
837,2842,SUNY College at Buffalo,NY,1,455,409,864,NaN,410,530,380,470,NaN,NaN,5318,3515,1025,8,29,7626,2091,2650,6550,4040,2680,1360,240,550,1230,71,78,18.7,12,7511,42
838,2843,SUNY College at Cortland,NY,1,524,460,984,23,493,559,440,493,22,25,7888,3519,1036,6,40,5011,346,2650,6550,4680,2680,2000,316,630,1274,82,85,17.8,17,5563,53
839,2844,SUNY College at Fredonia,NY,1,525,472,997,23,480,570,430,510,21,24,4877,2798,814,13,48,4123,298,2650,6550,4420,2500,1920,359,620,1481,82,90,16.3,10,6442,66
840,2845,SUNY College at Geneseo,NY,1,608,541,1149,26,560,650,490,580,25,29,8598,4562,1143,56,93,5060,146,2650,6550,4170,2620,1550,433,600,650,79,84,19.1,25,5716,76
841,2846,SUNY College at New Paltz,NY,1,537,479,1016,24,476,590,423,560,NaN,NaN,8399,3609,656,19,53,4658,1478,2650,6550,4240,1790,2450,271,550,1500,85,93,15.3,8,6608,53
842,2847,SUNY College at Oneonta,NY,1,509,463,972,22,450,540,400,480,20,23,7500,4350,872,NaN,NaN,4627,483,2650,6550,4952,2300,2652,250,500,1350,70,70,17.1,13,6111,60
843,2848,SUNY College  at Oswego,NY,1,550,480,1030,24,480,570,450,550,23,26,8000,4556,1464,17,70,6943,869,2650,6550,4810,2830,1980,311,500,1500,69,85,22,21,5280,63
844,2849,SUNY College at Plattsburgh,NY,1,520,460,980,22,470,580,410,500,20,24,5549,3583,853,9,40,5004,475,2650,6550,4176,2520,1656,309,600,1380,80,90,17.9,16,6174,65
845,2850,SUNY College at Potsdam,NY,1,540,500,1040,23,460,560,410,500,20,24,3150,2289,650,16,51,3598,234,2650,6840,4660,2750,1910,240,500,1000,71,75,15.1,17,6436,59
846,2882,Syracuse University,NY,2,NaN,NaN,NaN,NaN,520,640,450,560,NaN,NaN,10477,7260,2442,28,67,10142,117,15150,15150,6870,3620,3250,360,635,960,73,84,11.3,13,14231,67
847,2883,Utica College of Syracuse University,NY,2,496,437,933,28,440,560,380,490,18,25,1278,978,256,NaN,NaN,1525,798,12680,12680,4924,NaN,NaN,90,525,1175,64,96,12.3,7,8344,65
848,2889,Union College,NY,2,NaN,NaN,NaN,28,NaN,NaN,NaN,NaN,26,32,3495,1712,528,49,84,1915,123,18732,18732,6204,3297,2907,190,450,1024,94,96,11.5,49,15411,88
849,2892,United States Merchant Marine Academy,NY,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,942,356,283,44,96,987,NaN,NaN,NaN,NaN,NaN,NaN,4090,NaN,75,68,85,12.8,11,22083,71
850,2893,United States Military Academy,NY,1,653,558,1211,28,610,708,509,613,25,29,13703,1610,1212,59,92,4229,NaN,NaN,NaN,NaN,NaN,NaN,2380,1100,NaN,37,37,8.8,NaN,46477,95
851,2894,University of Rochester,NY,2,NaN,NaN,NaN,NaN,550,670,470,590,23,29,8766,5498,1243,56,75,5071,438,17840,17840,6582,3978,2604,410,500,882,93,99,5.9,23,26037,80
852,2895,Vassar College,NY,2,625,603,1228,27,580,680,560,650,25,30,3550,1877,653,53,87,2164,77,18920,18920,5950,5950,NaN,465,600,800,90,98,9.7,39,17089,90
853,2899,Wagner College,NY,2,510,480,990,NaN,450,560,430,540,NaN,NaN,1416,1015,417,10,44,1324,117,13500,13500,5800,5800,NaN,NaN,585,1700,67,78,13.2,23,9006,75
854,2901,Wells College,NY,2,590,490,1080,24,490,580,490,590,NaN,NaN,318,240,130,40,85,416,19,14900,14900,5550,NaN,NaN,NaN,600,500,93,98,8.3,42,13935,69
855,2903,Yeshiva University,NY,2,621,553,1174,NaN,560,675,510,630,NaN,NaN,1002,857,606,NaN,NaN,1948,42,12584,12584,4192,2892,1300,270,520,1390,86,90,5.2,38,22724,63
856,4759,CUNY-York College,NY,1,395,356,751,NaN,320,470,280,420,NaN,NaN,1432,1432,706,5,20,3932,2937,2450,5050,NaN,NaN,NaN,120,600,3364,75,88,18.9,NaN,5383,26
857,4766,CUNY- Baruch College,NY,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5377,2872,1300,18,54,8247,4328,2450,5050,NaN,NaN,NaN,112,500,500,83,88,18.2,7,5801,47
858,4779,Long Island University at Brooklyn,NY,2,420,410,830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3292,1317,707,NaN,NaN,3520,673,10258,10258,5570,2950,2620,485,700,1250,75,75,21.6,NaN,NaN,61
859,4804,New York Institute of Technology,NY,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2531,1978,778,NaN,NaN,4730,2007,9190,9190,5500,2980,2520,850,500,1250,74,74,18.6,NaN,7148,53
860,6791,SUNY College at Purchase,NY,1,486,466,952,NaN,420,560,390,540,NaN,NaN,2119,1264,390,5,33,2478,1441,2650,6550,4760,2990,1770,367,1125,1362,80,100,14.9,8,8170,46
861,7022,CUNY-Lehman College,NY,1,407,371,778,NaN,330,480,300,440,NaN,NaN,1897,1384,768,9,32,4890,3777,2450,5050,NaN,NaN,NaN,112,500,1200,80,80,15.3,1,7177,30
862,7109,SUNY College at Old Westbury,NY,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1358,1328,370,NaN,18,2992,1202,2150,5750,4420,2990,1430,248,660,NaN,67,74,25.3,NaN,6288,22
863,9554,SUNY at Buffalo,NY,1,572,480,1052,NaN,550,650,450,550,NaN,NaN,15039,9649,3087,36,100,13963,3124,2650,6550,4731,4731,NaN,424,708,957,90,97,13.6,15,11177,56
864,10097,CUNY- Medgar Evers College,NY,1,340,320,660,NaN,280,370,260,360,NaN,NaN,1289,1289,644,1,6,2343,2640,2100,2600,NaN,NaN,NaN,70,500,2700,64,76,16.5,NaN,6324,36
865,10286,SUNY Empire State College,NY,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2036,NaN,1725,NaN,NaN,1596,4333,2650,6550,NaN,NaN,NaN,95,600,1650,58,58,15.1,13,8301,NaN
866,20662,New School for Social Research,NY,2,537,552,1089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1914,1190,634,NaN,NaN,2609,1482,14710,14710,8020,5520,2500,150,1300,1080,69,88,10.2,9,13578,59
867,29040,CUNY-College of Staten Island,NY,1,447,398,845,NaN,390,480,340,450,NaN,NaN,2170,2170,1433,9,40,5949,4887,2450,5050,NaN,NaN,NaN,106,NaN,NaN,71,90,17.6,1,6154,48
868,3011,Art Academy of Cincinnati,OH,2,425,425,850,17,NaN,NaN,NaN,NaN,NaN,NaN,130,82,33,NaN,NaN,199,31,8450,8450,NaN,NaN,NaN,370,1200,NaN,11,89,7.5,NaN,9442,NaN
869,3012,Ashland University,OH,2,438,410,848,21,NaN,NaN,NaN,NaN,NaN,NaN,1454,1267,424,20,41,1874,757,11431,11431,4684,2467,2217,260,600,1700,43,43,17.4,NaN,9090,66
870,3014,Baldwin-Wallace College,OH,2,529,468,997,23,460,590,410,530,20,25,1690,1366,662,30,61,2718,1460,10995,10995,4410,2235,2175,585,1000,1000,68,74,17.6,20,8086,85
871,3016,Bluffton College,OH,2,512,438,972,23,430,600,380,510,20,25,692,514,209,20,50,760,81,9900,9900,3990,2373,1617,NaN,400,900,76,71,13.3,19,9073,58
872,3018,Bowling Green State University,OH,1,497,449,946,22,430,550,390,500,20,24,9251,7333,3076,14,45,13699,1213,3070,7452,3352,1968,1384,660,600,1700,81,89,21.1,14,6918,67
873,3023,Capital University,OH,2,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN,21,26,1747,1382,449,34,66,1662,960,13050,13050,4000,4000,NaN,135,500,800,64,69,12.1,27,9557,83
874,3024,Case Western Reserve University,OH,2,NaN,NaN,NaN,NaN,600,740,490,640,26,32,3877,3156,713,71,93,3051,513,15700,15700,4730,2960,1770,125,525,1460,95,95,2.9,29,19733,67
875,3025,Cedarville College,OH,2,524,486,1010,24,450,600,420,550,21,26,1307,1090,616,25,55,2196,82,7344,7344,4410,2370,2040,126,570,1000,50,52,15.3,34,6897,64
876,3026,Central State University,OH,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2222,1767,729,NaN,NaN,2636,625,1513,4731,4293,4293,NaN,1164,604,1164,49,49,21.1,36,7219,NaN
877,3032,Cleveland State University,OH,1,440,408,848,20,350,510,320,450,16,22,2407,2296,1304,5,19,7749,3961,3231,6462,NaN,NaN,NaN,NaN,808,NaN,91,97,18.5,6,7649,35
878,3033,College of Mount St. Joseph,OH,2,480,440,920,21,400,550,380,500,19,25,798,620,238,14,41,1165,1232,9800,9800,4430,2280,2150,50,400,1150,46,46,11.1,35,6889,100
879,3036,Franciscan University of Steubenville,OH,2,516,488,1004,24,440,590,410,550,20,26,553,452,228,22,49,1301,242,9650,9650,4400,2200,2200,260,600,1000,57,69,14.9,8,6336,83
880,3037,College of Wooster,OH,2,570,530,1100,24,500,620,460,580,22,28,2100,1883,553,29,65,1704,1,16240,16240,4690,2160,2530,NaN,500,500,84,96,11.1,43,14140,69
881,3041,Defiance College,OH,2,438,381,819,21,360,510,310,480,18,23,571,461,174,10,26,645,283,10850,10850,3670,NaN,NaN,NaN,400,1159,58,60,12.8,19,7505,56
882,3042,Denison University,OH,2,NaN,NaN,NaN,NaN,520,630,460,570,25,29,2762,2279,533,32,60,1835,14,16900,16900,4720,2600,2120,820,500,600,88,97,11.6,45,12423,81
883,3045,University of Findlay,OH,2,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN,NaN,NaN,2165,1783,412,20,43,1854,475,11800,11800,5030,2460,2570,104,550,650,51,56,12.4,22,6631,NaN
884,3046,Franklin University,OH,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1304,1300,871,4,15,1272,2733,3096,3096,NaN,NaN,NaN,NaN,NaN,NaN,53,53,19.6,NaN,4723,33
885,3048,Heidelberg College,OH,2,500,420,920,22,NaN,NaN,NaN,NaN,NaN,NaN,738,687,241,20,44,964,242,13780,13780,4410,2004,2406,198,500,500,68,73,12.5,NaN,9268,65
886,3049,Hiram College,OH,2,540,510,1050,24,480,590,430,560,21,27,922,729,244,37,66,1000,275,14067,14067,4560,NaN,NaN,270,400,1000,75,95,10.6,34,12165,79
887,3050,John Carroll University,OH,2,561,502,1063,23,530,630,460,580,20,25,2421,2109,820,27,57,3168,392,11700,11700,5550,3000,2550,NaN,600,450,89,90,14.5,28,7738,89
888,3051,Kent State University,OH,1,462,424,886,21,390,520,360,480,18,23,9210,3040,7425,10,30,15615,3230,3927,7854,3666,NaN,NaN,NaN,500,1350,81,86,20.8,NaN,6397,46
889,3065,Kenyon College,OH,2,593,570,1163,27,550,640,520,630,25,29,2212,1538,408,44,75,1445,1,19240,19240,3690,1640,2050,610,750,480,95,95,11.1,46,14067,88
890,3069,Lourdes College,OH,2,NaN,NaN,NaN,19,NaN,NaN,NaN,NaN,18,22,57,55,32,17,48,435,1174,6992,6992,NaN,NaN,NaN,300,720,3285,17,24,9.6,8,7256,46
891,3072,Malone College,OH,2,479,433,912,21,410,560,380,490,19,24,874,758,428,21,46,1605,246,9858,9858,3700,2020,1680,135,450,1200,42,45,17.6,16,4796,55
892,3073,Marietta College,OH,2,NaN,NaN,NaN,NaN,490,600,450,550,22,27,1611,960,342,27,60,1089,210,13850,13850,3920,2020,1900,270,470,810,80,97,13.2,30,10223,96
893,3083,Mount Union College,OH,2,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN,20,25,1310,1086,458,26,61,1365,144,12250,12250,3530,1400,2130,700,400,1150,85,87,16.7,35,7215,81
894,3084,Muskingum College,OH,2,490,436,926,22,400,550,370,500,19,25,1109,922,375,24,46,1115,70,13240,13240,3914,1634,2280,386,600,800,73,85,13.4,27,9333,73
895,3085,Notre Dame College of Ohio,OH,2,415,423,838,19,370,480,410,470,17,22,136,107,42,12,36,377,373,8064,8064,3860,2420,NaN,80,650,700,61,61,8.7,38,7712,NaN
896,3086,Oberlin College,OH,2,623,596,1219,29,570,680,540,660,25,30,4778,2767,678,50,89,2587,120,19670,19670,5820,2920,2900,126,575,1119,77,96,10.1,47,16593,83
897,3089,Ohio Northern University,OH,2,541,465,1006,24,480,650,410,540,20,26,2936,2342,669,35,62,2502,66,15990,15990,4080,1785,2295,NaN,600,825,73,78,14.5,31,9979,83
898,3100,Ohio University,OH,1,520,473,993,24,460,580,420,530,21,26,11023,8298,3183,21,54,14861,1310,3552,7629,4095,2013,2082,357,550,2300,79,87,20.4,13,8811,64
899,3109,Ohio Wesleyan University,OH,2,575,528,1103,25,510,620,470,570,22,28,2190,1700,458,36,65,1780,48,16732,16732,5650,2860,2790,NaN,550,550,93,93,12.1,32,12011,75
900,3110,Otterbein College,OH,2,NaN,NaN,NaN,24,NaN,NaN,NaN,NaN,21,26,1496,1205,428,26,57,1648,936,12888,12888,4440,NaN,NaN,NaN,420,840,62,68,13.9,30,8802,87
901,3121,Tiffin University,OH,2,372,308,680,19,300,440,260,360,16,20,845,734,254,5,21,662,351,7600,7600,3800,1800,2000,125,600,1200,59,74,19,40,5096,39
902,3123,University of Akron,OH,1,467,413,880,20,399,599,349,475,17,23,6305,5190,3211,NaN,NaN,12487,9295,2888,7650,3844,2454,1390,304,550,2100,71,80,16.7,18,6025,43
903,3125,University of Cincinnati,OH,1,533,464,997,23,460,610,400,520,20,26,6855,5553,2408,26,57,11036,2011,3234,8907,4697,2703,1994,498,556,1851,89,95,10.8,6,13889,54
904,3127,University of Dayton,OH,2,578,504,1082,25,490,610,500,560,22,28,6361,5293,1507,26,51,5889,665,11380,11380,4220,2160,2060,450,500,900,81,85,14.8,25,8894,93
905,3131,University of Toledo,OH,1,504,447,951,20,430,640,390,560,19,25,3055,2959,1527,NaN,NaN,15428,5370,2693,7441,3719,2564,1155,706,550,500,81,83,20.4,5,6124,48
906,3133,Urbana University,OH,2,NaN,NaN,NaN,19,NaN,NaN,NaN,NaN,17,21,318,265,132,12,45,745,203,8468,8468,4140,1760,2380,477,500,750,68,70,15,10,5052,NaN
907,3134,Ursuline College,OH,2,434,404,838,21,340,540,330,490,18,20,325,260,86,21,47,699,717,9600,9600,4202,2270,1932,210,450,750,39,69,10.5,15,7164,68
908,3135,Walsh University,OH,2,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN,NaN,NaN,1092,890,477,27,92,847,497,8670,8670,4180,NaN,NaN,300,500,1450,42,58,11.3,33,5738,68
909,3141,Wilberforce University,OH,2,540,502,1042,24,NaN,NaN,NaN,NaN,NaN,NaN,1259,691,227,24,54,775,NaN,6346,6346,3392,1632,1760,300,550,NaN,26,26,13.4,NaN,NaN,NaN
910,3142,Wilmington College,OH,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,22,709,602,225,15,37,1372,611,10230,10230,4110,NaN,4110,180,500,1000,59,NaN,13.3,16,6943,67
911,3143,Wittenberg University,OH,2,577,524,1101,25,510,620,480,570,22,27,1979,1739,575,42,68,1980,144,15948,15948,4404,2190,2214,822,400,800,82,95,12.8,29,10414,78
912,3144,Xavier University,OH,2,521,475,996,24,440,600,420,540,21,27,1959,1805,695,24,47,2849,1107,11520,11520,4960,2600,2360,10,600,1250,73,75,13.3,31,9189,83
913,3145,Youngstown State University,OH,1,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,17,23,3297,2903,1907,13,32,9633,3662,2196,4536,3675,NaN,NaN,594,570,1410,71,NaN,18,1,5483,50
914,6883,Ohio State University at Columbus,OH,1,NaN,NaN,NaN,NaN,450,610,400,530,20,26,15076,12860,5330,24,52,31039,6005,3087,9315,4484,NaN,NaN,NaN,525,2550,NaN,95,13.1,17,10900,56
915,7085,Mount Vernon Nazarene College,OH,2,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN,NaN,NaN,510,485,334,18,36,1114,94,7400,7400,3346,NaN,NaN,516,600,600,57,57,19.8,7,6869,58
916,7104,Miami University at Oxford,OH,1,NaN,NaN,NaN,NaN,540,640,470,560,23,27,9239,7788,3290,35,39,13606,807,3740,8856,3960,1860,2100,798,500,1382,81,89,17.6,20,7846,85
917,8795,Antioch University,OH,2,504,516,1004,24,430,580,460,580,21,27,713,661,252,25,44,712,23,15476,15476,3336,1538,1798,1404,400,1100,69,82,11.3,35,42926,48
918,9168,Wright State University,OH,1,NaN,NaN,NaN,NaN,330,530,300,480,18,23,NaN,NaN,NaN,11,30,9967,3732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,80,8.1,NaN,8133,NaN
919,12748,Shawnee State University,OH,1,NaN,NaN,NaN,19,NaN,NaN,NaN,NaN,NaN,NaN,1406,1406,952,NaN,NaN,2536,1100,2262,4128,NaN,NaN,NaN,393,NaN,NaN,42,42,17.3,NaN,5160,NaN
